1548955567.98	126020	65	541
1548955568.01	126021	62	541
1548955568.04	126022	59	540
1548955568.08	126023	59	540
1548955568.11	126024	59	540
1548955568.14	126025	59	540
1548955568.18	126026	59	540
1548955568.21	126027	59	540
1548955568.24	126028	59	540
1548955568.28	126029	59	540
1548955568.31	126030	59	540
1548955568.34	126031	59	540
1548955568.38	126032	59	540
1548955568.41	126033	59	540
1548955568.44	126034	59	540
1548955568.48	126035	59	540
1548955568.51	126036	59	540
1548955568.54	126037	59	540
1548955568.58	126038	59	540
1548955568.61	126039	59	540
1548955568.64	126040	59	540
1548955568.68	126041	59	540
1548955568.71	126042	59	540
1548955568.74	126043	59	540
1548955568.78	126044	59	540
1548955568.81	126045	59	540
1548955568.84	126046	59	540
1548955568.88	126047	59	540
1548955568.91	126048	59	540
1548955568.94	126049	59	540
1548955568.98	126050	59	540
1548955569.01	126051	59	540
1548955569.04	126052	59	540
1548955569.08	126053	59	540
1548955569.11	126054	59	540
1548955569.14	126055	59	540
1548955569.18	126056	59	540
1548955569.21	126057	59	540
1548955569.24	126058	59	540
1548955569.28	126059	59	540
1548955569.31	126060	59	540
1548955569.34	126061	59	540
1548955569.38	126062	59	540
1548955569.41	126063	59	540
1548955569.44	126064	59	540
1548955569.48	126065	59	540
1548955569.51	126066	59	540
1548955569.54	126067	59	540
1548955569.58	126068	59	540
1548955569.61	126069	59	540
1548955569.64	126070	59	540
1548955569.68	126071	59	540
1548955569.71	126072	59	540
1548955569.74	126073	59	540
1548955569.78	126074	59	540
1548955569.81	126075	59	540
1548955569.84	126076	59	540
1548955569.88	126077	59	540
1548955569.91	126078	59	540
1548955569.94	126079	59	540
1548955569.98	126080	59	540
1548955570.01	126081	59	540
1548955570.04	126082	59	540
1548955570.08	126083	59	540
1548955570.11	126084	59	540
1548955570.14	126085	59	540
1548955570.18	126086	59	540
1548955570.21	126087	59	540
1548955570.24	126088	59	540
1548955570.28	126089	59	540
1548955570.31	126090	59	540
1548955570.34	126091	59	540
1548955570.38	126092	59	540
1548955570.41	126093	59	540
1548955570.44	126094	59	540
1548955570.48	126095	59	540
1548955570.51	126096	59	540
1548955570.54	126097	59	540
1548955570.58	126098	59	540
1548955570.61	126099	59	540
1548955570.64	126100	59	540
1548955570.68	126101	59	540
1548955570.71	126102	59	540
1548955570.74	126103	59	540
1548955570.78	126104	59	540
1548955570.81	126105	59	540
1548955570.84	126106	59	540
1548955570.88	126107	59	540
1548955570.91	126108	59	540
1548955570.94	126109	59	540
1548955570.98	126110	59	540
1548955571.01	126111	59	540
1548955571.04	126112	59	540
1548955571.08	126113	59	540
1548955571.11	126114	60	541
1548955571.14	126115	60	541
1548955571.18	126116	60	541
1548955571.21	126117	60	541
1548955571.24	126118	60	541
1548955571.28	126119	61	542
1548955571.31	126120	61	542
1548955571.34	126121	61	542
1548955571.38	126122	61	542
1548955571.41	126123	61	542
1548955571.44	126124	61	542
1548955571.48	126125	61	542
1548955571.51	126126	61	542
1548955571.54	126127	61	542
1548955571.58	126128	61	542
1548955571.61	126129	61	542
1548955571.64	126130	61	542
1548955571.68	126131	61	542
1548955571.71	126132	61	542
1548955571.74	126133	61	542
1548955571.78	126134	61	542
1548955571.81	126135	61	542
1548955571.84	126136	61	542
1548955571.88	126137	61	542
1548955571.91	126138	61	542
1548955571.94	126139	61	542
1548955571.98	126140	61	542
1548955572.01	126141	61	542
1548955572.04	126142	61	542
1548955572.08	126143	61	542
1548955572.11	126144	61	542
1548955572.14	126145	61	542
1548955572.18	126146	61	542
1548955572.21	126147	61	542
1548955572.24	126148	61	542
1548955572.28	126149	61	542
1548955572.31	126150	61	542
1548955572.34	126151	61	542
1548955572.38	126152	61	542
1548955572.41	126153	61	542
1548955572.44	126154	61	542
1548955572.48	126155	61	542
1548955572.51	126156	61	542
1548955572.54	126157	61	542
1548955572.58	126158	61	542
1548955572.61	126159	61	542
1548955572.64	126160	61	542
1548955572.68	126161	61	542
1548955572.71	126162	61	542
1548955572.74	126163	61	542
1548955572.78	126164	61	542
1548955572.81	126165	61	542
1548955572.84	126166	61	542
1548955572.88	126167	61	542
1548955572.91	126168	61	542
1548955572.94	126169	61	542
1548955572.98	126170	61	542
1548955573.01	126171	61	542
1548955573.04	126172	61	542
1548955573.08	126173	61	542
1548955573.11	126174	61	542
1548955573.14	126175	61	542
1548955573.18	126176	61	542
1548955573.21	126177	61	542
1548955573.24	126178	61	542
1548955573.28	126179	61	542
1548955573.31	126180	61	542
1548955573.34	126181	61	542
1548955573.38	126182	61	542
1548955573.41	126183	61	542
1548955573.44	126184	61	542
1548955573.48	126185	61	542
1548955573.51	126186	61	542
1548955573.54	126187	61	542
1548955573.58	126188	61	542
1548955573.61	126189	61	542
1548955573.64	126190	61	545
1548955573.68	126191	62	549
1548955573.71	126192	62	550
